trial_id,label,score
evaluation-1007-tar-000,1,0.02594112604856491
evaluation-1007-non-000,0,-0.028872234746813774
evaluation-1008-tar-000,1,0.3264416754245758
evaluation-1008-non-000,0,0.19713377952575684
evaluation-1013-tar-000,1,0.32501891255378723
evaluation-1013-non-000,0,0.2771456241607666
evaluation-10178-tar-000,1,0.09508652985095978
evaluation-10178-non-000,0,0.21105358004570007
evaluation-1024-tar-000,1,0.202821284532547
evaluation-1024-non-000,0,0.08643369376659393
evaluation-10282-tar-000,1,0.09416510909795761
evaluation-10282-non-000,0,0.0703495517373085
evaluation-10346-tar-000,1,-0.025289366021752357
evaluation-10346-non-000,0,-0.04111570119857788
evaluation-10406-tar-000,1,0.10650484263896942
evaluation-10406-non-000,0,0.023845922201871872
evaluation-10428-tar-000,1,0.08017589896917343
evaluation-10428-non-000,0,0.11964645236730576
evaluation-10444-tar-000,1,0.15868015587329865
evaluation-10444-non-000,0,0.11019463837146759
evaluation-10538-tar-000,1,0.04652782529592514
evaluation-10538-non-000,0,0.03804197162389755
evaluation-1055-tar-000,1,0.11132641136646271
evaluation-1055-non-000,0,-0.03950674086809158
evaluation-1056-tar-000,1,-0.14208245277404785
evaluation-1056-non-000,0,-0.07222987711429596
evaluation-10606-tar-000,1,0.15181784331798553
evaluation-10606-non-000,0,0.020341383293271065
evaluation-1063-tar-000,1,0.1998077929019928
evaluation-1063-non-000,0,0.14798510074615479
evaluation-10642-tar-000,1,0.09422601759433746
evaluation-10642-non-000,0,0.13410305976867676
evaluation-10689-tar-000,1,-0.018081920221447945
evaluation-10689-non-000,0,-0.006953626871109009
evaluation-10711-tar-000,1,-0.051340095698833466
evaluation-10711-non-000,0,-0.11978024244308472
evaluation-10738-tar-000,1,0.05947897583246231
evaluation-10738-non-000,0,-0.010843772441148758
evaluation-10802-tar-000,1,0.16339395940303802
evaluation-10802-non-000,0,0.10733949393033981
evaluation-10862-tar-000,1,0.04849763959646225
evaluation-10862-non-000,0,0.025949425995349884
evaluation-10966-tar-000,1,-0.0049706269055604935
evaluation-10966-non-000,0,-0.11452838778495789
evaluation-1100-tar-000,1,0.060194697231054306
evaluation-1100-non-000,0,-0.028099050745368004
