trial_id,label,score
evaluation-1007-tar-000,1,-0.007895663380622864
evaluation-1007-non-000,0,-0.011163057759404182
evaluation-1008-tar-000,1,0.2884460985660553
evaluation-1008-non-000,0,0.21205344796180725
evaluation-1013-tar-000,1,0.26434630155563354
evaluation-1013-non-000,0,0.30948859453201294
evaluation-10178-tar-000,1,0.08804260939359665
evaluation-10178-non-000,0,0.23496052622795105
evaluation-1024-tar-000,1,0.21354974806308746
evaluation-1024-non-000,0,0.12087483704090118
evaluation-10282-tar-000,1,0.06614126265048981
evaluation-10282-non-000,0,0.0865195021033287
evaluation-10346-tar-000,1,-0.048880431801080704
evaluation-10346-non-000,0,0.02088918350636959
evaluation-10406-tar-000,1,0.08160921931266785
evaluation-10406-non-000,0,-0.01084710843861103
evaluation-10428-tar-000,1,0.10100019723176956
evaluation-10428-non-000,0,0.060848064720630646
evaluation-10444-tar-000,1,0.13469277322292328
evaluation-10444-non-000,0,0.08877817541360855
evaluation-10538-tar-000,1,0.02047763019800186
evaluation-10538-non-000,0,0.023559795692563057
evaluation-1055-tar-000,1,0.16936351358890533
evaluation-1055-non-000,0,-0.06353025138378143
evaluation-1056-tar-000,1,-0.10474973917007446
evaluation-1056-non-000,0,-0.16956955194473267
evaluation-10606-tar-000,1,0.1689423769712448
evaluation-10606-non-000,0,0.043836504220962524
evaluation-1063-tar-000,1,0.09102721512317657
evaluation-1063-non-000,0,0.09365592896938324
evaluation-10642-tar-000,1,0.13519202172756195
evaluation-10642-non-000,0,0.12952293455600739
evaluation-10689-tar-000,1,0.0006918497383594513
evaluation-10689-non-000,0,-0.011529456824064255
evaluation-10711-tar-000,1,-0.041790612041950226
evaluation-10711-non-000,0,-0.1611853539943695
evaluation-10738-tar-000,1,0.04299239441752434
evaluation-10738-non-000,0,-0.020706044510006905
evaluation-10802-tar-000,1,0.22834086418151855
evaluation-10802-non-000,0,0.07485491037368774
evaluation-10862-tar-000,1,-0.0003921985626220703
evaluation-10862-non-000,0,0.05033738911151886
evaluation-10966-tar-000,1,0.015020123682916164
evaluation-10966-non-000,0,-0.03665519133210182
evaluation-1100-tar-000,1,0.030531305819749832
evaluation-1100-non-000,0,-0.017165718600153923
evaluation-11060-tar-000,1,-0.04682707414031029
evaluation-11060-non-000,0,-0.14040705561637878
evaluation-11126-tar-000,1,0.09813922643661499
evaluation-11126-non-000,0,0.12361281365156174
evaluation-11189-tar-000,1,0.004848100244998932
evaluation-11189-non-000,0,-0.0495966300368309
evaluation-1122-tar-000,1,0.14738576114177704
evaluation-1122-non-000,0,0.12949638068675995
evaluation-1130-tar-000,1,0.17085649073123932
evaluation-1130-non-000,0,0.10706256330013275
evaluation-11392-tar-000,1,0.20940621197223663
evaluation-11392-non-000,0,0.23469525575637817
evaluation-11485-tar-000,1,0.0985814556479454
evaluation-11485-non-000,0,-0.03369315713644028
evaluation-11513-tar-000,1,0.2150818109512329
evaluation-11513-non-000,0,0.12302158772945404
evaluation-1162-tar-000,1,0.037639446556568146
evaluation-1162-non-000,0,-0.07799233496189117
evaluation-11647-tar-000,1,0.12106770277023315
evaluation-11647-non-000,0,0.11920656263828278
evaluation-1165-tar-000,1,0.2423863708972931
evaluation-1165-non-000,0,0.11351028084754944
evaluation-11664-tar-000,1,0.10113956034183502
evaluation-11664-non-000,0,0.14444419741630554
evaluation-1169-tar-000,1,0.3387749493122101
evaluation-1169-non-000,0,0.1596485674381256
evaluation-11757-tar-000,1,0.17622309923171997
evaluation-11757-non-000,0,-0.04720548540353775
evaluation-11845-tar-000,1,0.26474276185035706
evaluation-11845-non-000,0,0.054266635328531265
evaluation-1198-tar-000,1,0.007594112306833267
evaluation-1198-non-000,0,-0.058951832354068756
evaluation-1203-tar-000,1,-0.08207682520151138
evaluation-1203-non-000,0,-0.12240754067897797
evaluation-12106-tar-000,1,-0.04187195003032684
evaluation-12106-non-000,0,-0.06877696514129639
evaluation-12112-tar-000,1,0.08919915556907654
evaluation-12112-non-000,0,0.15773314237594604
evaluation-12156-tar-000,1,0.32285717129707336
evaluation-12156-non-000,0,0.14781127870082855
evaluation-12197-tar-000,1,0.14983226358890533
evaluation-12197-non-000,0,0.039820048958063126
evaluation-12210-tar-000,1,0.1948295533657074
evaluation-12210-non-000,0,0.10988245159387589
evaluation-12224-tar-000,1,0.19838756322860718
evaluation-12224-non-000,0,-0.06625375151634216
evaluation-12323-tar-000,1,0.15127284824848175
evaluation-12323-non-000,0,0.16541671752929688
evaluation-1235-tar-000,1,0.28740447759628296
evaluation-1235-non-000,0,0.16130007803440094
evaluation-1238-tar-000,1,-0.017243683338165283
evaluation-1238-non-000,0,-0.005048299208283424
evaluation-12395-tar-000,1,0.15490761399269104
evaluation-12395-non-000,0,-0.11772134155035019
evaluation-12408-tar-000,1,0.08597447723150253
evaluation-12408-non-000,0,0.06769202649593353
evaluation-12414-tar-000,1,-0.02812652662396431
evaluation-12414-non-000,0,-0.0758538693189621
evaluation-12661-tar-000,1,0.07093941420316696
evaluation-12661-non-000,0,-0.0812453106045723
evaluation-12666-tar-000,1,0.08940468728542328
evaluation-12666-non-000,0,-0.07959379255771637
evaluation-12669-tar-000,1,0.12672150135040283
evaluation-12669-non-000,0,0.08564400672912598
evaluation-1270-tar-000,1,0.1366858333349228
evaluation-1270-non-000,0,0.09848368912935257
evaluation-1274-tar-000,1,0.3182509243488312
evaluation-1274-non-000,0,0.15831798315048218
evaluation-12796-tar-000,1,0.12776333093643188
evaluation-12796-non-000,0,0.013663893565535545
evaluation-12807-tar-000,1,0.039476048201322556
evaluation-12807-non-000,0,-0.18609300255775452
evaluation-12828-tar-000,1,0.16830962896347046
evaluation-12828-non-000,0,0.059155337512493134
evaluation-12919-tar-000,1,-0.04037155583500862
evaluation-12919-non-000,0,-0.05944925546646118
evaluation-1297-tar-000,1,0.043482497334480286
evaluation-1297-non-000,0,-0.015016451478004456
evaluation-1303-tar-000,1,-0.016684047877788544
evaluation-1303-non-000,0,-0.19106577336788177
evaluation-13194-tar-000,1,-0.07152886688709259
evaluation-13194-non-000,0,0.10734616219997406
evaluation-1320-tar-000,1,0.13638800382614136
evaluation-1320-non-000,0,0.06592778861522675
evaluation-13298-tar-000,1,0.38160717487335205
evaluation-13298-non-000,0,0.2395896315574646
evaluation-1334-tar-000,1,0.051026515662670135
evaluation-1334-non-000,0,0.0820603147149086
evaluation-13663-tar-000,1,0.03612769395112991
evaluation-13663-non-000,0,-0.026095645502209663
evaluation-13666-tar-000,1,-0.05815732106566429
evaluation-13666-non-000,0,-0.14905864000320435
evaluation-13707-tar-000,1,0.009247314184904099
evaluation-13707-non-000,0,0.05836135521531105
evaluation-1372-tar-000,1,0.026932962238788605
evaluation-1372-non-000,0,0.028115782886743546
evaluation-13754-tar-000,1,0.08821679651737213
evaluation-13754-non-000,0,0.036212317645549774
evaluation-13806-tar-000,1,0.30015459656715393
evaluation-13806-non-000,0,0.23514795303344727
evaluation-13839-tar-000,1,0.13902786374092102
evaluation-13839-non-000,0,-0.08997468650341034
evaluation-13985-tar-000,1,0.16343113780021667
evaluation-13985-non-000,0,0.2096678912639618
evaluation-14001-tar-000,1,0.14013130962848663
evaluation-14001-non-000,0,0.17687466740608215
evaluation-1401-tar-000,1,0.22326913475990295
evaluation-1401-non-000,0,0.18128091096878052
evaluation-14075-tar-000,1,0.1909887194633484
evaluation-14075-non-000,0,0.09355168044567108
evaluation-1409-tar-000,1,0.21797138452529907
evaluation-1409-non-000,0,0.13678397238254547
evaluation-14106-tar-000,1,-0.014911646023392677
evaluation-14106-non-000,0,-0.07297413051128387
evaluation-1414-tar-000,1,0.05821901559829712
evaluation-1414-non-000,0,0.10715750604867935
evaluation-14259-tar-000,1,0.16530093550682068
evaluation-14259-non-000,0,0.07541673630475998
evaluation-14430-tar-000,1,0.1932041347026825
evaluation-14430-non-000,0,0.10854025930166245
evaluation-14737-tar-000,1,0.29377281665802
evaluation-14737-non-000,0,0.1634366363286972
evaluation-1475-tar-000,1,0.13710613548755646
evaluation-1475-non-000,0,0.13663282990455627
evaluation-14790-tar-000,1,0.09270687401294708
evaluation-14790-non-000,0,0.16431954503059387
evaluation-1480-tar-000,1,0.1113414317369461
evaluation-1480-non-000,0,0.16009685397148132
evaluation-14869-tar-000,1,0.3148992657661438
evaluation-14869-non-000,0,0.262440025806427
evaluation-14875-tar-000,1,0.38983094692230225
evaluation-14875-non-000,0,0.23392677307128906
evaluation-14877-tar-000,1,0.070365309715271
evaluation-14877-non-000,0,0.0016910918056964874
evaluation-14888-tar-000,1,0.0636385977268219
evaluation-14888-non-000,0,0.03340129181742668
evaluation-14987-tar-000,1,0.15211012959480286
evaluation-14987-non-000,0,0.20658184587955475
evaluation-1507-tar-000,1,0.08312886953353882
evaluation-1507-non-000,0,0.03252234682440758
evaluation-15073-tar-000,1,0.029631154611706734
evaluation-15073-non-000,0,-0.09052782505750656
evaluation-15133-tar-000,1,0.222929447889328
evaluation-15133-non-000,0,0.08188962191343307
evaluation-15169-tar-000,1,0.23045147955417633
evaluation-15169-non-000,0,0.2623366415500641
evaluation-15180-tar-000,1,0.06559982895851135
evaluation-15180-non-000,0,-0.14277446269989014
evaluation-1522-tar-000,1,0.4292529821395874
evaluation-1522-non-000,0,0.35924988985061646
evaluation-1524-tar-000,1,0.2683578431606293
evaluation-1524-non-000,0,0.02107342518866062
evaluation-15243-tar-000,1,0.014794301241636276
evaluation-15243-non-000,0,0.0888911634683609
evaluation-15298-tar-000,1,0.03300289809703827
evaluation-15298-non-000,0,-0.09500882029533386
evaluation-1539-tar-000,1,0.023048218339681625
evaluation-1539-non-000,0,-0.1449362337589264
evaluation-15462-tar-000,1,0.1726740300655365
evaluation-15462-non-000,0,-0.0720156729221344
evaluation-1548-tar-000,1,0.07670629024505615
