trial_id,label,score
evaluation-1007-tar-000,1,0.8706486225128174
evaluation-1007-non-000,0,0.850649356842041
evaluation-1008-tar-000,1,0.8331611752510071
evaluation-1008-non-000,0,0.80279141664505
evaluation-1013-tar-000,1,0.8260751962661743
evaluation-1013-non-000,0,0.8086318969726562
evaluation-10178-tar-000,1,0.8679035902023315
evaluation-10178-non-000,0,0.7604255676269531
evaluation-1024-tar-000,1,0.8065527081489563
evaluation-1024-non-000,0,0.7652179598808289
evaluation-10282-tar-000,1,0.8477920293807983
evaluation-10282-non-000,0,0.8180721998214722
evaluation-10346-tar-000,1,0.8432769775390625
evaluation-10346-non-000,0,0.7697123885154724
evaluation-10406-tar-000,1,0.8434205055236816
evaluation-10406-non-000,0,0.8312481641769409
evaluation-10428-tar-000,1,0.8925694227218628
evaluation-10428-non-000,0,0.8134105205535889
evaluation-10444-tar-000,1,0.8461235165596008
evaluation-10444-non-000,0,0.7206931114196777
evaluation-10538-tar-000,1,0.8072730302810669
evaluation-10538-non-000,0,0.8723030090332031
evaluation-1055-tar-000,1,0.8141076564788818
evaluation-1055-non-000,0,0.6984259486198425
evaluation-1056-tar-000,1,0.846495509147644
evaluation-1056-non-000,0,0.7272578477859497
evaluation-10606-tar-000,1,0.7551093101501465
evaluation-10606-non-000,0,0.6733857989311218
evaluation-1063-tar-000,1,0.8434932827949524
evaluation-1063-non-000,0,0.7866802215576172
evaluation-10642-tar-000,1,0.8903802633285522
evaluation-10642-non-000,0,0.8545249104499817
evaluation-10689-tar-000,1,0.815146267414093
evaluation-10689-non-000,0,0.8076343536376953
evaluation-10711-tar-000,1,0.7609390020370483
evaluation-10711-non-000,0,0.7694573402404785
evaluation-10738-tar-000,1,0.7724589705467224
evaluation-10738-non-000,0,0.7650781869888306
evaluation-10802-tar-000,1,0.8821162581443787
evaluation-10802-non-000,0,0.7726832628250122
evaluation-10862-tar-000,1,0.841366171836853
evaluation-10862-non-000,0,0.8337836861610413
evaluation-10966-tar-000,1,0.9103881120681763
evaluation-10966-non-000,0,0.8454060554504395
evaluation-1100-tar-000,1,0.8260763883590698
evaluation-1100-non-000,0,0.705058217048645
evaluation-11060-tar-000,1,0.8055411577224731
evaluation-11060-non-000,0,0.8655081987380981
evaluation-11126-tar-000,1,0.827724039554596
evaluation-11126-non-000,0,0.811347246170044
evaluation-11189-tar-000,1,0.7791328430175781
evaluation-11189-non-000,0,0.7726221084594727
evaluation-1122-tar-000,1,0.8287999629974365
evaluation-1122-non-000,0,0.8429034948348999
evaluation-1130-tar-000,1,0.7662523984909058
evaluation-1130-non-000,0,0.8500585556030273
evaluation-11392-tar-000,1,0.856986939907074
evaluation-11392-non-000,0,0.8923460245132446
evaluation-11485-tar-000,1,0.9176710844039917
evaluation-11485-non-000,0,0.8311965465545654
