trial_id,label,score
evaluation-1007-tar-000,1,0.3125157356262207
evaluation-1007-non-000,0,0.5521649122238159
evaluation-1008-tar-000,1,0.14368470013141632
evaluation-1008-non-000,0,0.4160749316215515
evaluation-1013-tar-000,1,0.1351807415485382
evaluation-1013-non-000,0,0.5141507387161255
evaluation-10178-tar-000,1,0.6292896866798401
evaluation-10178-non-000,0,0.6181246638298035
evaluation-1024-tar-000,1,0.36619892716407776
evaluation-1024-non-000,0,0.272117018699646
evaluation-10282-tar-000,1,0.27357572317123413
evaluation-10282-non-000,0,0.5171278715133667
evaluation-10346-tar-000,1,0.28688257932662964
evaluation-10346-non-000,0,0.14789941906929016
evaluation-10406-tar-000,1,0.24274897575378418
evaluation-10406-non-000,0,0.4968002438545227
evaluation-10428-tar-000,1,0.6060225367546082
evaluation-10428-non-000,0,0.26807525753974915
evaluation-10444-tar-000,1,0.426242470741272
evaluation-10444-non-000,0,0.2150351107120514
evaluation-10538-tar-000,1,0.3359985053539276
evaluation-10538-non-000,0,0.4950428009033203
evaluation-1055-tar-000,1,0.3290356993675232
evaluation-1055-non-000,0,0.13358889520168304
evaluation-1056-tar-000,1,0.37962761521339417
evaluation-1056-non-000,0,0.2698882222175598
evaluation-10606-tar-000,1,0.4271705150604248
evaluation-10606-non-000,0,0.3626245856285095
evaluation-1063-tar-000,1,0.4878053367137909
evaluation-1063-non-000,0,0.07311193645000458
evaluation-10642-tar-000,1,0.4731842875480652
evaluation-10642-non-000,0,0.12195330858230591
evaluation-10689-tar-000,1,0.11287827044725418
evaluation-10689-non-000,0,0.5572598576545715
evaluation-10711-tar-000,1,-0.0910521000623703
evaluation-10711-non-000,0,0.02381419576704502
evaluation-10738-tar-000,1,0.3407217860221863
evaluation-10738-non-000,0,0.26615583896636963
evaluation-10802-tar-000,1,0.19787631928920746
evaluation-10802-non-000,0,0.4605465233325958
evaluation-10862-tar-000,1,0.15136924386024475
evaluation-10862-non-000,0,0.510866641998291
evaluation-10966-tar-000,1,0.43330642580986023
evaluation-10966-non-000,0,0.3631560206413269
evaluation-1100-tar-000,1,0.6475172638893127
