trial_id,label,score
evaluation-1007-tar-000,1,0.3359214961528778
evaluation-1007-non-000,0,0.19103965163230896
evaluation-1008-tar-000,1,0.5789517164230347
evaluation-1008-non-000,0,-0.13751211762428284
evaluation-1013-tar-000,1,0.5867819786071777
evaluation-1013-non-000,0,0.1094418615102768
evaluation-10178-tar-000,1,0.4116296172142029
evaluation-10178-non-000,0,0.10354366153478622
evaluation-1024-tar-000,1,0.6972230672836304
evaluation-1024-non-000,0,0.15304285287857056
evaluation-10282-tar-000,1,0.5101777911186218
evaluation-10282-non-000,0,0.24064119160175323
evaluation-10346-tar-000,1,0.674174427986145
evaluation-10346-non-000,0,-0.20597903430461884
evaluation-10406-tar-000,1,0.0975208505988121
evaluation-10406-non-000,0,-0.0400274395942688
evaluation-10428-tar-000,1,0.7246430516242981
evaluation-10428-non-000,0,0.08430632948875427
evaluation-10444-tar-000,1,0.4037049412727356
evaluation-10444-non-000,0,0.09035442024469376
evaluation-10538-tar-000,1,0.3843590021133423
evaluation-10538-non-000,0,0.13571447134017944
evaluation-1055-tar-000,1,0.09597300738096237
evaluation-1055-non-000,0,-0.16106486320495605
evaluation-1056-tar-000,1,0.12069270014762878
evaluation-1056-non-000,0,-0.08224564790725708
evaluation-10606-tar-000,1,0.5981070399284363
evaluation-10606-non-000,0,0.07780961692333221
evaluation-1063-tar-000,1,0.5126489400863647
evaluation-1063-non-000,0,-0.12679679691791534
evaluation-10642-tar-000,1,0.4128544330596924
evaluation-10642-non-000,0,-0.16921503841876984
evaluation-10689-tar-000,1,0.3096145987510681
evaluation-10689-non-000,0,-0.22410327196121216
evaluation-10711-tar-000,1,0.05026048794388771
evaluation-10711-non-000,0,0.042327310889959335
evaluation-10738-tar-000,1,0.2617717981338501
evaluation-10738-non-000,0,0.02011486142873764
evaluation-10802-tar-000,1,-0.1599913239479065
evaluation-10802-non-000,0,0.03719139099121094
evaluation-10862-tar-000,1,0.25865232944488525
evaluation-10862-non-000,0,-0.31250786781311035
evaluation-10966-tar-000,1,0.61876380443573
evaluation-10966-non-000,0,0.2758350372314453
evaluation-1100-tar-000,1,0.373192697763443
evaluation-1100-non-000,0,0.09955373406410217
evaluation-11060-tar-000,1,0.48289620876312256
evaluation-11060-non-000,0,-0.18847934901714325
evaluation-11126-tar-000,1,0.033145491033792496
evaluation-11126-non-000,0,0.11838876456022263
evaluation-11189-tar-000,1,0.5974453687667847
evaluation-11189-non-000,0,0.2373301386833191
evaluation-1122-tar-000,1,0.45022210478782654
evaluation-1122-non-000,0,0.03272097557783127
evaluation-1130-tar-000,1,0.661565899848938
evaluation-1130-non-000,0,-0.17124509811401367
evaluation-11392-tar-000,1,0.20303860306739807
evaluation-11392-non-000,0,0.11195218563079834
evaluation-11485-tar-000,1,0.1912338137626648
evaluation-11485-non-000,0,-0.0012516947463154793
evaluation-11513-tar-000,1,0.4629524052143097
evaluation-11513-non-000,0,0.15154848992824554
evaluation-1162-tar-000,1,0.0682343915104866
evaluation-1162-non-000,0,-0.09652195125818253
evaluation-11647-tar-000,1,0.152858167886734
evaluation-11647-non-000,0,0.1439361870288849
evaluation-1165-tar-000,1,0.5613733530044556
evaluation-1165-non-000,0,-0.1387282907962799
evaluation-11664-tar-000,1,0.3319510519504547
evaluation-11664-non-000,0,0.2900797128677368
evaluation-1169-tar-000,1,0.36447495222091675
evaluation-1169-non-000,0,0.09640941768884659
evaluation-11757-tar-000,1,0.2610332667827606
evaluation-11757-non-000,0,0.17254036664962769
evaluation-11845-tar-000,1,0.36433762311935425
evaluation-11845-non-000,0,-0.06706094741821289
evaluation-1198-tar-000,1,0.6140526533126831
evaluation-1198-non-000,0,0.08622901141643524
evaluation-1203-tar-000,1,0.41082948446273804
evaluation-1203-non-000,0,0.0034678876399993896
evaluation-12106-tar-000,1,0.22552639245986938
evaluation-12106-non-000,0,-0.14804115891456604
evaluation-12112-tar-000,1,0.46344268321990967
evaluation-12112-non-000,0,0.21507179737091064
evaluation-12156-tar-000,1,0.5955920815467834
evaluation-12156-non-000,0,0.31937626004219055
evaluation-12197-tar-000,1,0.6389294862747192
evaluation-12197-non-000,0,0.18769599497318268
evaluation-12210-tar-000,1,0.3138698637485504
evaluation-12210-non-000,0,-0.027235157787799835
evaluation-12224-tar-000,1,0.23015019297599792
evaluation-12224-non-000,0,0.21178731322288513
evaluation-12323-tar-000,1,0.60027015209198
evaluation-12323-non-000,0,-0.13287100195884705
evaluation-1235-tar-000,1,0.27512800693511963
evaluation-1235-non-000,0,0.010457251220941544
evaluation-1238-tar-000,1,0.27320975065231323
