trial_id,label,score
evaluation-1007-tar-000,1,0.6832229495048523
evaluation-1007-non-000,0,0.19137120246887207
evaluation-1008-tar-000,1,0.733642578125
evaluation-1008-non-000,0,-0.07438217103481293
evaluation-1013-tar-000,1,0.8566598296165466
evaluation-1013-non-000,0,-0.03989504650235176
evaluation-10178-tar-000,1,0.9155988097190857
evaluation-10178-non-000,0,0.01647842675447464
evaluation-1024-tar-000,1,0.761008620262146
evaluation-1024-non-000,0,0.16793031990528107
evaluation-10282-tar-000,1,0.8485868573188782
evaluation-10282-non-000,0,-0.05788448452949524
evaluation-10346-tar-000,1,0.8066139817237854
evaluation-10346-non-000,0,0.018500685691833496
evaluation-10406-tar-000,1,0.6764806509017944
evaluation-10406-non-000,0,-0.07788044214248657
evaluation-10428-tar-000,1,0.8687260150909424
evaluation-10428-non-000,0,0.16881537437438965
evaluation-10444-tar-000,1,0.861939013004303
evaluation-10444-non-000,0,0.041278332471847534
evaluation-10538-tar-000,1,0.8186739087104797
evaluation-10538-non-000,0,0.18603405356407166
evaluation-1055-tar-000,1,0.37593603134155273
evaluation-1055-non-000,0,-0.16299211978912354
evaluation-1056-tar-000,1,0.2032405436038971
evaluation-1056-non-000,0,0.15517395734786987
evaluation-10606-tar-000,1,0.7409114837646484
evaluation-10606-non-000,0,0.2596602141857147
evaluation-1063-tar-000,1,0.8170862793922424
evaluation-1063-non-000,0,-0.025125272572040558
evaluation-10642-tar-000,1,0.7557920217514038
evaluation-10642-non-000,0,0.04773721098899841
evaluation-10689-tar-000,1,0.5933303833007812
evaluation-10689-non-000,0,-0.18881304562091827
evaluation-10711-tar-000,1,0.050988949835300446
evaluation-10711-non-000,0,-0.04060671105980873
evaluation-10738-tar-000,1,0.5979015827178955
evaluation-10738-non-000,0,-0.13062942028045654
evaluation-10802-tar-000,1,0.7288118004798889
evaluation-10802-non-000,0,0.15962518751621246
evaluation-10862-tar-000,1,0.7903003692626953
evaluation-10862-non-000,0,-0.2291819155216217
evaluation-10966-tar-000,1,0.7655056715011597
evaluation-10966-non-000,0,0.2144002914428711
evaluation-1100-tar-000,1,0.46721720695495605
evaluation-1100-non-000,0,-0.013150028884410858
evaluation-11060-tar-000,1,0.7189145088195801
evaluation-11060-non-000,0,0.0063212551176548
evaluation-11126-tar-000,1,0.8348246216773987
evaluation-11126-non-000,0,0.09708212316036224
evaluation-11189-tar-000,1,0.8784357309341431
evaluation-11189-non-000,0,0.015544112771749496
evaluation-1122-tar-000,1,0.695249080657959
evaluation-1122-non-000,0,-0.02776160091161728
evaluation-1130-tar-000,1,0.8777446746826172
evaluation-1130-non-000,0,-0.08823241293430328
evaluation-11392-tar-000,1,0.6281742453575134
evaluation-11392-non-000,0,0.14761385321617126
evaluation-11485-tar-000,1,0.835525631904602
evaluation-11485-non-000,0,-0.03591940551996231
evaluation-11513-tar-000,1,0.8486299514770508
evaluation-11513-non-000,0,0.0423014834523201
evaluation-1162-tar-000,1,0.7845474481582642
evaluation-1162-non-000,0,0.13410599529743195
evaluation-11647-tar-000,1,0.7221969366073608
evaluation-11647-non-000,0,0.061573904007673264
evaluation-1165-tar-000,1,0.858292818069458
evaluation-1165-non-000,0,-0.10122077912092209
evaluation-11664-tar-000,1,0.712898313999176
evaluation-11664-non-000,0,0.34932971000671387
evaluation-1169-tar-000,1,0.7942232489585876
evaluation-1169-non-000,0,0.12086065858602524
evaluation-11757-tar-000,1,0.902197003364563
evaluation-11757-non-000,0,0.1884092390537262
evaluation-11845-tar-000,1,0.7939174175262451
evaluation-11845-non-000,0,-0.06786244362592697
evaluation-1198-tar-000,1,0.8722349405288696
evaluation-1198-non-000,0,0.06835130602121353
evaluation-1203-tar-000,1,0.5230328440666199
evaluation-1203-non-000,0,-0.00809483416378498
evaluation-12106-tar-000,1,0.6825528740882874
evaluation-12106-non-000,0,-0.10124625265598297
evaluation-12112-tar-000,1,0.7357556223869324
evaluation-12112-non-000,0,0.32821428775787354
evaluation-12156-tar-000,1,0.900397777557373
evaluation-12156-non-000,0,0.29551222920417786
evaluation-12197-tar-000,1,0.5871919393539429
evaluation-12197-non-000,0,0.05209067463874817
evaluation-12210-tar-000,1,0.7139369249343872
evaluation-12210-non-000,0,-0.005983717739582062
evaluation-12224-tar-000,1,0.40478602051734924
evaluation-12224-non-000,0,0.22747641801834106
evaluation-12323-tar-000,1,0.9323471784591675
evaluation-12323-non-000,0,-0.15001489222049713
evaluation-1235-tar-000,1,0.615897536277771
evaluation-1235-non-000,0,-0.16054949164390564
evaluation-1238-tar-000,1,0.7845373153686523
evaluation-1238-non-000,0,-0.13237184286117554
evaluation-12395-tar-000,1,0.8029158711433411
evaluation-12395-non-000,0,-0.10667558014392853
evaluation-12408-tar-000,1,0.7796484231948853
evaluation-12408-non-000,0,0.1264335960149765
evaluation-12414-tar-000,1,0.912260890007019
evaluation-12414-non-000,0,0.032672762870788574
evaluation-12661-tar-000,1,0.8503065705299377
evaluation-12661-non-000,0,-0.12871624529361725
evaluation-12666-tar-000,1,0.46468931436538696
evaluation-12666-non-000,0,-0.0618211068212986
evaluation-12669-tar-000,1,0.8361228108406067
evaluation-12669-non-000,0,-0.14231990277767181
evaluation-1270-tar-000,1,0.6478833556175232
evaluation-1270-non-000,0,-0.18602395057678223
evaluation-1274-tar-000,1,0.7445700168609619
evaluation-1274-non-000,0,-0.31448936462402344
evaluation-12796-tar-000,1,0.7483109831809998
evaluation-12796-non-000,0,-0.025409914553165436
evaluation-12807-tar-000,1,0.7535179853439331
evaluation-12807-non-000,0,-0.009275827556848526
evaluation-12828-tar-000,1,0.8269572257995605
evaluation-12828-non-000,0,0.1424037218093872
evaluation-12919-tar-000,1,0.5275235176086426
evaluation-12919-non-000,0,0.15438887476921082
evaluation-1297-tar-000,1,0.8560785055160522
evaluation-1297-non-000,0,0.12802299857139587
evaluation-1303-tar-000,1,0.6715932488441467
evaluation-1303-non-000,0,-0.10370776802301407
evaluation-13194-tar-000,1,0.5352519154548645
evaluation-13194-non-000,0,0.10823965072631836
evaluation-1320-tar-000,1,0.650261640548706
evaluation-1320-non-000,0,-0.07364961504936218
evaluation-13298-tar-000,1,0.6510847210884094
evaluation-13298-non-000,0,0.016286134719848633
evaluation-1334-tar-000,1,0.46238675713539124
evaluation-1334-non-000,0,0.032506898045539856
evaluation-13663-tar-000,1,0.8075857162475586
evaluation-13663-non-000,0,-0.029846973717212677
evaluation-13666-tar-000,1,0.9020369052886963
evaluation-13666-non-000,0,-0.10430940985679626
evaluation-13707-tar-000,1,0.7206439971923828
evaluation-13707-non-000,0,0.24360746145248413
evaluation-1372-tar-000,1,0.6007837057113647
evaluation-1372-non-000,0,-0.1948547214269638
evaluation-13754-tar-000,1,0.6906664371490479
evaluation-13754-non-000,0,0.030186358839273453
evaluation-13806-tar-000,1,0.8896993398666382
evaluation-13806-non-000,0,0.01764283888041973
evaluation-13839-tar-000,1,0.7250543832778931
evaluation-13839-non-000,0,-0.12235365808010101
evaluation-13985-tar-000,1,0.43949660658836365
evaluation-13985-non-000,0,-0.1163659393787384
evaluation-14001-tar-000,1,0.7468951940536499
evaluation-14001-non-000,0,0.07225337624549866
evaluation-1401-tar-000,1,0.5255402326583862
evaluation-1401-non-000,0,0.05507966876029968
evaluation-14075-tar-000,1,0.8430198431015015
evaluation-14075-non-000,0,-0.017382733523845673
evaluation-1409-tar-000,1,0.8901793956756592
evaluation-1409-non-000,0,0.10318552702665329
