trial_id,label,score
evaluation-1007-tar-000,1,-0.6689152121543884
evaluation-1007-non-000,0,-0.6313002109527588
evaluation-1008-tar-000,1,0.9986982941627502
evaluation-1008-non-000,0,0.9926384687423706
evaluation-1013-tar-000,1,0.9564951658248901
evaluation-1013-non-000,0,0.3169567883014679
evaluation-10178-tar-000,1,0.9845920205116272
evaluation-10178-non-000,0,0.9417183995246887
evaluation-1024-tar-000,1,0.9844318628311157
evaluation-1024-non-000,0,0.8697970509529114
evaluation-10282-tar-000,1,0.04847094416618347
evaluation-10282-non-000,0,-0.7331534624099731
evaluation-10346-tar-000,1,0.25665485858917236
evaluation-10346-non-000,0,-0.7381401062011719
evaluation-10406-tar-000,1,0.07605953514575958
evaluation-10406-non-000,0,0.010853206738829613
evaluation-10428-tar-000,1,0.12302074581384659
evaluation-10428-non-000,0,0.7382631897926331
evaluation-10444-tar-000,1,-0.9269248247146606
evaluation-10444-non-000,0,0.5254645347595215
evaluation-10538-tar-000,1,-0.7452875375747681
evaluation-10538-non-000,0,-0.8666298389434814
evaluation-1055-tar-000,1,0.7837357521057129
evaluation-1055-non-000,0,0.9914572834968567
evaluation-1056-tar-000,1,-0.007338117808103561
evaluation-1056-non-000,0,0.9932402968406677
evaluation-10606-tar-000,1,0.9884932041168213
evaluation-10606-non-000,0,0.8421334624290466
evaluation-1063-tar-000,1,0.9870150089263916
evaluation-1063-non-000,0,-0.0909096747636795
evaluation-10642-tar-000,1,-0.40902596712112427
evaluation-10642-non-000,0,0.6132830381393433
evaluation-10689-tar-000,1,0.9681372046470642
evaluation-10689-non-000,0,0.9942542314529419
evaluation-10711-tar-000,1,0.995779275894165
evaluation-10711-non-000,0,0.16208770871162415
evaluation-10738-tar-000,1,0.9937360286712646
evaluation-10738-non-000,0,0.3841225504875183
evaluation-10802-tar-000,1,-0.3467103838920593
evaluation-10802-non-000,0,-0.6025917530059814
evaluation-10862-tar-000,1,-0.7034072875976562
evaluation-10862-non-000,0,-0.7078145146369934
evaluation-10966-tar-000,1,0.9476743936538696
evaluation-10966-non-000,0,-0.7317731380462646
evaluation-1100-tar-000,1,-0.6579388380050659
evaluation-1100-non-000,0,0.9657853841781616
evaluation-11060-tar-000,1,0.7091202735900879
evaluation-11060-non-000,0,0.9607848525047302
evaluation-11126-tar-000,1,0.10619775950908661
evaluation-11126-non-000,0,-0.36011672019958496
evaluation-11189-tar-000,1,0.41967666149139404
evaluation-11189-non-000,0,-0.7547429203987122
evaluation-1122-tar-000,1,-0.7921288013458252
evaluation-1122-non-000,0,0.9615261554718018
evaluation-1130-tar-000,1,0.3876158595085144
evaluation-1130-non-000,0,-0.8441922664642334
evaluation-11392-tar-000,1,0.7703474760055542
evaluation-11392-non-000,0,-0.7896218299865723
evaluation-11485-tar-000,1,-0.09263478964567184
evaluation-11485-non-000,0,-0.716572642326355
evaluation-11513-tar-000,1,0.8729273676872253
evaluation-11513-non-000,0,0.9801233410835266
evaluation-1162-tar-000,1,-0.637036919593811
evaluation-1162-non-000,0,0.992937445640564
evaluation-11647-tar-000,1,0.9974751472473145
evaluation-11647-non-000,0,-0.4664859175682068
evaluation-1165-tar-000,1,0.9909204840660095
evaluation-1165-non-000,0,0.8058802485466003
evaluation-11664-tar-000,1,-0.4622827172279358
evaluation-11664-non-000,0,0.974978506565094
evaluation-1169-tar-000,1,-0.17808961868286133
evaluation-1169-non-000,0,0.9454054832458496
evaluation-11757-tar-000,1,-0.1732543706893921
evaluation-11757-non-000,0,-0.9069077968597412
evaluation-11845-tar-000,1,0.4357512891292572
evaluation-11845-non-000,0,0.8752782344818115
evaluation-1198-tar-000,1,0.9921479225158691
evaluation-1198-non-000,0,0.9958503246307373
evaluation-1203-tar-000,1,0.9924947619438171
evaluation-1203-non-000,0,-0.5159812569618225
evaluation-12106-tar-000,1,0.04665173590183258
evaluation-12106-non-000,0,0.3250904679298401
evaluation-12112-tar-000,1,-0.7635266780853271
evaluation-12112-non-000,0,0.45606061816215515
evaluation-12156-tar-000,1,0.20742717385292053
evaluation-12156-non-000,0,0.7953901290893555
evaluation-12197-tar-000,1,0.1693967878818512
evaluation-12197-non-000,0,0.7204841375350952
evaluation-12210-tar-000,1,0.09803353995084763
evaluation-12210-non-000,0,0.9897541999816895
evaluation-12224-tar-000,1,0.7385787963867188
evaluation-12224-non-000,0,0.872702956199646
evaluation-12323-tar-000,1,0.8452414870262146
evaluation-12323-non-000,0,0.4621769189834595
evaluation-1235-tar-000,1,-0.561771035194397
evaluation-1235-non-000,0,0.9917125105857849
evaluation-1238-tar-000,1,0.42680883407592773
evaluation-1238-non-000,0,0.35747039318084717
evaluation-12395-tar-000,1,0.7517912983894348
evaluation-12395-non-000,0,-0.7215685844421387
evaluation-12408-tar-000,1,-0.6853158473968506
evaluation-12408-non-000,0,0.9890310764312744
evaluation-12414-tar-000,1,0.7797874212265015
evaluation-12414-non-000,0,-0.6422815322875977
evaluation-12661-tar-000,1,0.9989224672317505
evaluation-12661-non-000,0,-0.7635215520858765
evaluation-12666-tar-000,1,-0.4870606064796448
evaluation-12666-non-000,0,0.9386591911315918
evaluation-12669-tar-000,1,0.7869457006454468
evaluation-12669-non-000,0,0.9226765036582947
evaluation-1270-tar-000,1,0.9847139120101929
evaluation-1270-non-000,0,0.43739813566207886
evaluation-1274-tar-000,1,0.6162724494934082
evaluation-1274-non-000,0,0.34168392419815063
evaluation-12796-tar-000,1,0.9288429021835327
evaluation-12796-non-000,0,-0.41267210245132446
evaluation-12807-tar-000,1,0.9960905313491821
evaluation-12807-non-000,0,0.9673103094100952
evaluation-12828-tar-000,1,0.522406280040741
evaluation-12828-non-000,0,0.9407987594604492
evaluation-12919-tar-000,1,0.04382651299238205
evaluation-12919-non-000,0,0.29830223321914673
evaluation-1297-tar-000,1,-0.569902777671814
evaluation-1297-non-000,0,0.9976900219917297
evaluation-1303-tar-000,1,0.7296494245529175
evaluation-1303-non-000,0,0.9311769604682922
evaluation-13194-tar-000,1,-0.40956661105155945
evaluation-13194-non-000,0,-0.5891920924186707
evaluation-1320-tar-000,1,-0.8926621675491333
evaluation-1320-non-000,0,-0.8254757523536682
evaluation-13298-tar-000,1,0.4740786552429199
evaluation-13298-non-000,0,-0.7994385361671448
evaluation-1334-tar-000,1,0.8574603796005249
evaluation-1334-non-000,0,0.11884142458438873
evaluation-13663-tar-000,1,-0.3239288926124573
evaluation-13663-non-000,0,0.1362842619419098
evaluation-13666-tar-000,1,0.9957394599914551
evaluation-13666-non-000,0,0.9879857301712036
evaluation-13707-tar-000,1,0.9784238338470459
evaluation-13707-non-000,0,0.9993133544921875
evaluation-1372-tar-000,1,0.8510954976081848
evaluation-1372-non-000,0,0.9462270140647888
evaluation-13754-tar-000,1,0.39344266057014465
evaluation-13754-non-000,0,0.0732313022017479
evaluation-13806-tar-000,1,-0.05360431596636772
evaluation-13806-non-000,0,0.9934399127960205
evaluation-13839-tar-000,1,-0.21588999032974243
evaluation-13839-non-000,0,0.5445257425308228
evaluation-13985-tar-000,1,-0.6104311943054199
evaluation-13985-non-000,0,-0.2622978985309601
evaluation-14001-tar-000,1,0.746080756187439
evaluation-14001-non-000,0,0.9498822689056396
evaluation-1401-tar-000,1,-0.45009276270866394
evaluation-1401-non-000,0,-0.6330671310424805
evaluation-14075-tar-000,1,0.8383431434631348
evaluation-14075-non-000,0,-0.657573401927948
evaluation-1409-tar-000,1,0.9979411363601685
evaluation-1409-non-000,0,-0.6888558268547058
evaluation-14106-tar-000,1,0.9916203618049622
evaluation-14106-non-000,0,-0.7698367834091187
evaluation-1414-tar-000,1,0.9131609201431274
evaluation-1414-non-000,0,0.4622827172279358
evaluation-14259-tar-000,1,0.823684811592102
evaluation-14259-non-000,0,-0.6742027997970581
evaluation-14430-tar-000,1,0.04567354917526245
evaluation-14430-non-000,0,-0.36310678720474243
evaluation-14737-tar-000,1,-0.758964478969574
evaluation-14737-non-000,0,0.3655676245689392
evaluation-1475-tar-000,1,0.8594266176223755
evaluation-1475-non-000,0,-0.22189629077911377
evaluation-14790-tar-000,1,0.8900641202926636
evaluation-14790-non-000,0,-0.4286753535270691
evaluation-1480-tar-000,1,0.37802010774612427
evaluation-1480-non-000,0,-0.7070223689079285
evaluation-14869-tar-000,1,0.9817345142364502
evaluation-14869-non-000,0,0.9083491563796997
evaluation-14875-tar-000,1,0.9970561265945435
evaluation-14875-non-000,0,0.22278927266597748
evaluation-14877-tar-000,1,0.35379552841186523
evaluation-14877-non-000,0,0.4976400136947632
evaluation-14888-tar-000,1,-0.864508867263794
evaluation-14888-non-000,0,-0.8993895053863525
evaluation-14987-tar-000,1,0.8658679723739624
evaluation-14987-non-000,0,0.9177329540252686
evaluation-1507-tar-000,1,-0.7477048635482788
evaluation-1507-non-000,0,0.9960339069366455
evaluation-15073-tar-000,1,0.24900409579277039
evaluation-15073-non-000,0,0.6233463883399963
evaluation-15133-tar-000,1,0.9706941843032837
evaluation-15133-non-000,0,-0.8198835849761963
evaluation-15169-tar-000,1,0.4211638569831848
evaluation-15169-non-000,0,0.8575080633163452
evaluation-15180-tar-000,1,0.9751533269882202
evaluation-15180-non-000,0,0.9728176593780518
evaluation-1522-tar-000,1,0.998064398765564
evaluation-1522-non-000,0,-0.74512779712677
evaluation-1524-tar-000,1,0.8933297991752625
evaluation-1524-non-000,0,-0.5289857387542725
evaluation-15243-tar-000,1,0.9994312524795532
evaluation-15243-non-000,0,0.9938652515411377
evaluation-15298-tar-000,1,-0.42369434237480164
evaluation-15298-non-000,0,0.9302560091018677
evaluation-1539-tar-000,1,-0.5056608319282532
evaluation-1539-non-000,0,0.9336782097816467
evaluation-15462-tar-000,1,0.9946602582931519
evaluation-15462-non-000,0,0.6619174480438232
evaluation-1548-tar-000,1,0.1606122851371765
evaluation-1548-non-000,0,-0.542251706123352
evaluation-15501-tar-000,1,0.18943816423416138
evaluation-15501-non-000,0,0.39129820466041565
evaluation-15515-tar-000,1,0.9914358258247375
evaluation-15515-non-000,0,0.9924067258834839
evaluation-1554-tar-000,1,-0.5053292512893677
evaluation-1554-non-000,0,0.37486839294433594
evaluation-15570-tar-000,1,-0.41222652792930603
evaluation-15570-non-000,0,0.9856743812561035
evaluation-15581-tar-000,1,-0.45993202924728394
